DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP [W/m^2],Avg Diffuse SD PSP [W/m^2],Avg Air Temp [deg C]
8/1/2000,1,-4.5195,0.4314,0.0000,21.2913
8/1/2000,2,-4.7273,0.0598,0.0000,21.0346
8/1/2000,3,-4.1668,0.2571,0.0000,20.8023
8/1/2000,4,-4.2195,0.1485,0.0000,20.6177
8/1/2000,5,-4.0065,-0.0236,0.0000,20.2947
8/1/2000,6,34.5683,93.0810,23.4135,20.6977
8/1/2000,7,178.6760,307.6873,92.2602,22.7572
8/1/2000,8,352.0060,432.9895,152.4790,27.7797
8/1/2000,9,537.9430,550.5603,193.4288,32.7700
8/1/2000,10,727.2137,624.9145,250.7960,35.0380
8/1/2000,11,832.1172,596.1857,318.2055,36.3153
8/1/2000,12,927.2587,668.7022,314.5158,37.6002
8/1/2000,13,920.5993,656.1525,316.0650,37.7761
8/1/2000,14,885.9895,709.1542,263.9747,37.6277
8/1/2000,15,768.1672,680.2540,232.1980,38.8904
8/1/2000,16,600.8602,612.9223,197.5042,38.8427
8/1/2000,17,426.6455,492.2967,180.5087,37.8359
8/1/2000,18,111.8632,104.5568,71.3285,33.7541
8/1/2000,19,18.0047,4.1130,17.1132,29.5423
8/1/2000,20,-5.1948,-0.5561,0.0000,27.0596
8/1/2000,21,-6.6277,0.0411,0.0000,25.8353
8/1/2000,22,-3.4942,0.3855,0.0000,25.3477
8/1/2000,23,-3.5713,-0.4152,0.0000,23.1021
8/2/2000,0,-4.0363,-0.1515,0.0000,22.3581
8/2/2000,1,-2.6195,0.8722,0.0000,23.0989
8/2/2000,2,-5.0937,-0.0870,0.0000,23.1775
8/2/2000,3,-3.8250,0.6116,0.0000,23.7501
8/2/2000,4,-6.0978,-1.1042,0.0000,21.5591
8/2/2000,5,-4.5388,-0.3572,0.0000,18.9683
8/2/2000,6,34.5957,87.1755,24.0150,19.1612
8/2/2000,7,174.8597,331.5107,82.6087,22.3743
8/2/2000,8,340.4015,440.9187,139.4628,26.1376
8/2/2000,9,535.0600,566.0788,181.6558,30.8295
8/2/2000,10,729.8203,676.4940,214.7365,34.1116
8/2/2000,11,871.0440,730.6023,242.2608,35.3125
8/2/2000,12,969.7787,748.5850,285.1292,36.3209
8/2/2000,13,489.3628,194.2997,307.6405,35.9452
8/2/2000,14,479.2777,168.6449,333.2397,33.2164
8/2/2000,15,153.4153,10.8822,141.4852,34.2874
8/2/2000,16,173.6562,-0.1678,173.1300,29.6441
8/2/2000,17,140.7460,-1.2658,140.7460,28.4688
8/2/2000,18,30.6530,-0.9741,30.6487,27.8829
8/2/2000,19,8.2940,0.3555,8.2422,27.1867
8/2/2000,20,-2.3733,0.3032,0.0475,27.6694
8/2/2000,21,-3.2973,-0.2026,0.0000,27.0848
8/2/2000,22,-2.8237,0.2485,0.0000,26.7048
8/2/2000,23,-3.7845,-0.1747,0.0000,25.3954
8/3/2000,0,-3.6068,0.2635,-0.1125,24.9685
8/3/2000,1,-4.0907,-0.1356,-7.7522,24.7549
8/3/2000,2,-3.9258,0.0948,-7.6355,24.0719
8/3/2000,3,-5.1025,-0.9724,-9.6346,21.2433
8/3/2000,4,-3.7643,-0.4419,-8.2612,18.9533
8/3/2000,5,-3.8887,-0.2127,-6.2551,17.6934
8/3/2000,6,27.2132,6.9796,22.0574,17.3542
8/3/2000,7,137.5665,46.1185,111.4062,19.4440
8/3/2000,8,382.5222,301.1614,216.8228,24.8227
8/3/2000,9,423.6420,205.5940,270.1490,29.5025
8/3/2000,10,605.3333,245.4300,367.3328,29.7927
8/3/2000,11,638.3982,245.3102,363.4450,30.6494
8/3/2000,12,943.0630,692.5030,243.2253,33.8900
8/3/2000,13,574.0315,314.4950,235.5487,34.7950
8/3/2000,14,110.2995,-2.4373,99.1510,31.3882
8/3/2000,15,120.3418,-1.8584,105.7641,27.8412
8/3/2000,16,214.5335,3.5407,187.6868,28.2156
8/3/2000,17,149.0837,1.0380,130.7230,29.3978
8/3/2000,18,53.4623,-1.5718,44.0143,27.4877
8/3/2000,19,14.5495,-0.9041,10.8771,25.4637
8/3/2000,20,-4.3083,-0.4131,-7.6339,23.4390
8/3/2000,21,-4.8557,0.1776,-7.2089,23.2152
8/3/2000,22,-4.2560,-0.0459,-8.7055,22.0845
8/3/2000,23,-3.1902,-0.1378,-5.1101,21.8468
8/4/2000,0,-4.3770,-0.0966,-4.5571,21.3389
8/4/2000,1,-3.0512,0.3097,0.0000,20.8972
8/4/2000,2,-3.8278,-0.0101,0.0000,20.3218
8/4/2000,3,-4.0525,0.3127,0.0000,19.7593
8/4/2000,4,-3.5638,0.4334,0.0000,19.9425
8/4/2000,5,-2.9662,0.6691,0.0000,20.5337
8/4/2000,6,24.9007,-0.0393,24.9860,20.4460
8/4/2000,7,104.9265,-0.2204,104.9063,20.1603
8/4/2000,8,374.6692,175.8397,284.3780,25.5639
8/4/2000,9,507.9608,506.9456,202.3157,28.6928
8/4/2000,10,728.3712,546.6121,311.4233,32.2134
8/4/2000,11,877.9463,746.3192,238.4042,34.1084
8/4/2000,12,555.6333,359.6720,229.8710,33.3943
8/4/2000,13,153.1643,15.3774,136.0038,27.8313
8/4/2000,14,169.5905,5.3155,164.4028,24.2616
8/4/2000,15,125.1332,4.4661,119.5668,19.4602
8/4/2000,16,348.3230,216.8116,217.4227,23.9254
8/4/2000,17,311.3112,270.6240,184.7512,31.4750
8/4/2000,18,74.2555,3.0723,71.9230,30.0929
8/4/2000,19,8.8788,-4.1881,9.1385,20.0106
8/4/2000,20,0.3808,0.2681,1.8278,16.5977
8/4/2000,21,-1.2897,0.6508,0.0000,17.9809
8/4/2000,22,-0.2942,0.5089,0.0910,20.1828
8/4/2000,23,-3.2723,0.0826,0.0000,20.4709
8/5/2000,0,-3.0995,0.7683,0.0000,21.6569
8/5/2000,1,-3.0813,0.0000,0.0000,21.9323
8/5/2000,2,-2.5325,0.0000,0.0000,23.2268
8/5/2000,3,-1.9797,0.0000,0.0000,23.5324
8/5/2000,4,-3.5507,0.0000,0.0000,21.3236
8/5/2000,5,-3.6202,0.0000,0.0000,20.2923
8/5/2000,6,28.1008,0.0000,0.0000,19.7570
8/5/2000,7,151.6907,-99999,-99999,21.7896
8/5/2000,8,401.8220,-99999,-99999,26.6518
8/5/2000,9,602.1447,-99999,-99999,32.6426
8/5/2000,10,780.3972,-99999,-99999,35.2132
8/5/2000,11,934.3452,-99999,-99999,33.1545
8/5/2000,12,710.0057,-99999,-99999,33.3781
8/5/2000,13,894.1300,-99999,-99999,33.4225
8/5/2000,14,646.1083,-99999,-99999,33.3807
8/5/2000,15,613.6075,-99999,-99999,29.0115
8/5/2000,16,374.7337,-99999,-99999,28.1935
8/5/2000,17,216.6275,-99999,-99999,28.8265
8/5/2000,18,233.6480,-99999,-99999,29.4021
8/5/2000,19,80.6547,-99999,-99999,27.8658
8/5/2000,20,-6.3522,0.0000,0.0000,24.3475
8/5/2000,21,-5.9175,0.0000,0.0000,22.6978
8/5/2000,22,-3.5510,0.0000,0.0000,23.0109
8/5/2000,23,-4.3043,0.0000,0.0000,22.1264
8/6/2000,0,-5.1287,0.0000,0.0000,17.1120
8/6/2000,1,-4.4758,0.0000,0.0000,16.0372
8/6/2000,2,-5.9998,0.0000,0.0000,15.1601
8/6/2000,3,-5.1593,0.0000,0.0000,13.9852
8/6/2000,4,-4.0292,0.0000,0.0000,13.4951
8/6/2000,5,-2.5998,0.0000,0.0000,14.0654
8/6/2000,6,41.3787,-99999,-99999,16.1731
8/6/2000,7,205.8140,-99999,-99999,19.9704
8/6/2000,8,414.7102,-99999,-99999,25.4466
8/6/2000,9,615.8160,-99999,-99999,29.8374
8/6/2000,10,800.1602,-99999,-99999,30.3430
8/6/2000,11,930.3643,-99999,-99999,31.2252
8/6/2000,12,1001.7808,-99999,-99999,32.4683
8/6/2000,13,995.5672,-99999,-99999,33.9203
8/6/2000,14,940.0890,-99999,-99999,34.8527
8/6/2000,15,814.3700,-99999,-99999,35.2156
8/6/2000,16,626.2007,-99999,-99999,36.6123
8/6/2000,17,433.7680,-99999,-99999,35.6117
8/6/2000,18,110.3432,-99999,-99999,30.6944
8/6/2000,19,29.2298,0.0000,0.0000,25.5659
8/6/2000,20,-6.6538,0.0000,0.0000,22.5754
8/6/2000,21,-7.2135,0.0000,0.0000,20.7566
8/6/2000,22,-5.7495,0.0000,0.0000,19.5248
8/6/2000,23,-3.8935,0.0000,0.0000,20.5461
8/7/2000,0,-4.6975,-0.0186,0.0000,21.3489
8/7/2000,1,-4.9153,0.0301,0.0000,21.1372
8/7/2000,2,-4.3103,0.1809,0.0000,21.6939
8/7/2000,3,-4.6487,-0.1558,0.0000,21.5722
8/7/2000,4,-4.3678,-0.0919,0.0000,21.7188
8/7/2000,5,-4.5320,-0.3869,0.0000,20.8422
8/7/2000,6,38.3823,1.8347,38.3003,21.4070
8/7/2000,7,209.4062,201.8024,152.3880,23.9367
8/7/2000,8,418.6997,43.6536,399.1768,28.2744
8/7/2000,9,617.1610,708.7247,172.5073,32.6809
8/7/2000,10,798.3530,909.9335,114.8452,33.8817
8/7/2000,11,954.9225,849.9568,232.9227,35.8647
8/7/2000,12,825.7668,565.1891,315.3513,36.5114
8/7/2000,13,843.8792,538.5102,353.0288,36.6543
8/7/2000,14,231.3118,33.7800,200.5563,33.7171
8/7/2000,15,244.7958,56.2029,198.4968,33.2164
8/7/2000,16,184.7607,96.0148,127.1653,29.7672
8/7/2000,17,267.4305,304.3068,119.6575,32.3989
8/7/2000,18,115.4632,160.3909,60.3922,31.8293
8/7/2000,19,30.5472,38.6106,25.6755,29.2577
8/7/2000,20,-7.9952,-1.0545,0.0000,25.3893
8/7/2000,21,-5.4242,0.7205,0.0000,24.3304
8/7/2000,22,-4.8940,0.7581,0.0000,24.0870
8/7/2000,23,-4.6177,0.6948,0.0000,24.1479
8/8/2000,0,-4.9868,0.1653,-0.1679,23.4963
8/8/2000,1,-4.4477,0.3376,-10.0570,23.0757
8/8/2000,2,-4.0667,0.5787,-9.3454,23.2829
8/8/2000,3,-4.4613,0.1666,-9.9244,23.1823
8/8/2000,4,-4.3867,0.1277,-9.7531,22.9625
8/8/2000,5,-3.9067,0.0125,-9.7860,22.3900
8/8/2000,6,35.7835,191.2372,8.4694,22.9552
8/8/2000,7,204.3752,626.3427,32.6867,24.8680
8/8/2000,8,414.4268,783.8952,49.0949,28.4246
8/8/2000,9,619.7922,872.0413,60.1708,32.9897
8/8/2000,10,794.5240,910.7778,67.0149,36.7779
8/8/2000,11,912.4087,897.8730,83.5473,35.2720
8/8/2000,12,979.5515,907.1555,88.9858,36.1180
8/8/2000,13,989.3513,912.0503,90.1891,36.9075
8/8/2000,14,928.1032,894.4230,90.0215,37.4659
8/8/2000,15,799.7247,852.8038,91.0281,37.7392
8/8/2000,16,624.2385,795.6813,81.9767,37.9687
8/8/2000,17,417.9602,697.4243,69.3144,36.4356
8/8/2000,18,210.2307,525.4015,48.3689,33.7675
8/8/2000,19,30.5025,70.5200,13.7280,30.4266
8/8/2000,20,-7.7510,-1.6895,-10.1363,27.0542
8/8/2000,21,-5.5388,0.6500,-9.0528,25.3020
8/8/2000,22,-4.7512,0.3206,-9.0741,24.8566
8/8/2000,23,-6.1543,-0.0165,-9.3685,23.4385
8/9/2000,0,-4.2772,0.7906,-8.8629,23.5149
8/9/2000,1,-5.4223,-0.2059,-9.9653,22.5835
8/9/2000,2,-5.1570,0.0917,-9.2425,21.1661
8/9/2000,3,-5.0928,-0.0939,-9.0251,20.6283
8/9/2000,4,-4.8978,-0.0275,-8.7705,19.9775
8/9/2000,5,-4.2867,0.0195,-8.4875,19.6383
8/9/2000,6,29.8747,122.7477,11.2335,20.6134
8/9/2000,7,183.8473,516.8292,46.8594,23.8604
8/9/2000,8,380.8837,687.2380,70.9486,29.0030
8/9/2000,9,587.8493,793.3515,80.5186,32.2690
8/9/2000,10,772.2962,852.9773,87.4908,30.9536
8/9/2000,11,904.0237,880.6092,98.1587,32.2803
8/9/2000,12,969.6133,887.2570,104.1349,34.4310
8/9/2000,13,969.4855,869.2910,111.8147,34.6577
8/9/2000,14,912.5553,852.5573,113.1307,36.0886
8/9/2000,15,798.4977,829.5372,106.4322,37.8741
8/9/2000,16,622.3973,776.4630,93.0379,38.1300
8/9/2000,17,416.2250,674.3085,75.2000,36.9984
8/9/2000,18,209.6593,502.5663,52.1781,34.6419
8/9/2000,19,39.4575,153.1886,11.8609,30.9158
8/9/2000,20,-6.5947,-1.7979,-10.3683,26.9632
8/9/2000,21,-5.6203,-0.6012,-10.0278,25.2598
8/9/2000,22,-5.6523,-0.4004,-8.8589,24.0016
8/9/2000,23,-6.0978,-0.3345,-8.4258,22.6755
8/10/2000,0,-6.0328,-0.1306,-9.2250,21.0569
8/10/2000,1,-5.1772,0.2760,-8.2914,20.0907
8/10/2000,2,-4.0828,0.6646,-7.9689,20.5001
8/10/2000,3,-4.5072,0.0321,-8.8509,20.4280
8/10/2000,4,-4.3168,0.1499,-8.5024,20.3620
8/10/2000,5,-5.8553,-0.8555,-10.3614,18.4455
8/10/2000,6,32.0425,158.6603,9.6434,17.7503
8/10/2000,7,191.0023,590.0508,36.6205,19.9535
8/10/2000,8,400.0570,759.0223,54.0496,22.1219
8/10/2000,9,602.1882,842.7242,64.7308,25.0552
8/10/2000,10,778.0483,881.5142,74.3390,26.2445
8/10/2000,11,904.6925,902.8637,82.2333,27.6840
8/10/2000,12,970.0118,909.1027,87.5730,29.2208
8/10/2000,13,970.1407,904.0800,87.2944,30.9117
8/10/2000,14,910.8943,885.0760,90.1171,31.9756
8/10/2000,15,725.9928,724.2888,118.4035,32.9803
8/10/2000,16,617.2763,747.6567,107.8161,33.6390
8/10/2000,17,395.7473,592.7785,96.8874,32.9496
8/10/2000,18,135.1633,237.8359,46.1756,30.3151
8/10/2000,19,15.7442,-1.5499,9.5192,25.9370
8/10/2000,20,-5.6418,-0.6605,-8.3607,24.2220
8/10/2000,21,-5.4627,0.1650,-8.0746,22.9123
8/10/2000,22,-4.9418,0.1671,-8.2248,22.1206
8/10/2000,23,-4.0197,0.5879,-7.9829,21.3551
8/11/2000,0,-4.6407,0.1692,-7.9022,21.0355
8/11/2000,1,-5.0457,0.0713,-8.0216,20.3440
8/11/2000,2,-3.3230,0.6082,-7.4382,20.7442
8/11/2000,3,-5.1175,-0.2864,-8.0155,19.9089
8/11/2000,4,-3.9485,-0.0392,-7.4552,19.4642
8/11/2000,5,-3.7640,-0.0384,-7.0180,19.0757
8/11/2000,6,26.9817,108.1042,9.8498,19.6628
8/11/2000,7,179.6820,555.6742,38.7957,23.4993
8/11/2000,8,382.3992,737.2268,53.2992,28.5384
8/11/2000,9,586.7107,822.5315,65.2462,31.4975
8/11/2000,10,767.8635,872.1495,74.1184,33.3973
8/11/2000,11,815.9370,755.1785,129.0089,36.3085
8/11/2000,12,924.0372,685.7591,236.0478,37.1399
8/11/2000,13,556.0228,201.4490,320.9828,36.2972
8/11/2000,14,502.4555,211.3150,269.7953,36.3601
8/11/2000,15,322.5742,77.0043,223.4833,34.2055
8/11/2000,16,424.0817,284.3686,217.6817,32.1803
8/11/2000,17,78.9323,-0.9747,66.9130,32.5885
8/11/2000,18,7.3077,-6.1819,-7.3235,19.5281
8/11/2000,19,12.7515,18.2535,6.6626,22.1795
8/11/2000,20,-1.9720,-0.0718,-6.3748,23.2020
8/11/2000,21,-1.6675,0.4828,-7.3053,22.9394
8/11/2000,22,-1.6292,0.5451,-7.1712,23.5376
8/11/2000,23,-3.0000,-0.0222,-6.1634,23.1256
8/12/2000,0,-2.8500,0.2938,-7.4759,22.9848
8/12/2000,1,-3.3660,0.1443,-8.1510,22.4660
8/12/2000,2,-2.7208,0.4084,-7.2067,22.5168
8/12/2000,3,-2.4600,0.2937,-7.1407,23.1660
8/12/2000,4,-2.0965,0.4768,-7.1035,23.5060
8/12/2000,5,-1.8903,0.2024,-7.5429,24.1386
8/12/2000,6,7.5272,3.7569,1.7087,24.5024
8/12/2000,7,25.4535,-0.4008,20.1493,23.3275
8/12/2000,8,32.5658,0.8486,24.6823,23.8592
8/12/2000,9,61.1140,-0.3245,48.8066,23.5317
8/12/2000,10,89.9548,-2.0177,76.4891,20.6181
8/12/2000,11,177.5732,2.4851,159.6865,21.8530
8/12/2000,12,292.1718,9.6418,256.6623,24.0113
8/12/2000,13,332.7718,5.2461,294.1352,25.8490
8/12/2000,14,255.9100,2.0206,226.6115,25.1088
8/12/2000,15,151.0525,0.2041,133.9908,23.9061
8/12/2000,16,121.2317,0.3552,106.2304,23.9575
8/12/2000,17,137.2472,1.1026,121.5806,24.4791
8/12/2000,18,55.4093,-0.6928,48.8182,24.2622
8/12/2000,19,6.6785,-0.6066,1.9597,22.2957
8/12/2000,20,-2.1055,0.4261,-5.7861,22.1044
8/12/2000,21,-2.6265,0.0967,-6.1878,22.4100
8/12/2000,22,-2.9688,0.0595,-6.1368,21.5419
8/12/2000,23,-5.4750,-0.4362,-7.3636,20.6862
8/13/2000,0,-4.7458,0.1253,-7.6921,19.4044
8/13/2000,1,-3.5750,0.2725,-7.2183,18.6571
8/13/2000,2,-3.6307,0.1356,-7.0170,18.8509
8/13/2000,3,-3.4125,0.1549,-8.0521,18.9855
8/13/2000,4,-3.0395,0.2831,-8.1683,19.5621
8/13/2000,5,-3.2777,0.1798,-7.9580,20.2939
8/13/2000,6,26.2935,99.6594,6.7287,20.8523
8/13/2000,7,174.9722,547.7900,34.6553,22.2711
8/13/2000,8,377.5708,734.4770,53.3144,27.6535
8/13/2000,9,586.8812,829.9053,56.6345,30.8191
8/13/2000,10,763.8293,873.4407,66.2265,32.2674
8/13/2000,11,893.1933,892.1005,73.9744,32.5752
8/13/2000,12,962.4245,907.2010,76.7936,34.1553
8/13/2000,13,966.7598,905.2675,77.1043,34.8889
8/13/2000,14,909.9410,883.4142,80.2794,35.3130
8/13/2000,15,782.9810,840.8038,86.6046,37.0580
8/13/2000,16,588.3033,713.2574,97.7982,36.5832
8/13/2000,17,66.3553,-2.5612,50.5571,29.7964
8/13/2000,18,8.6342,-2.5856,-3.3099,21.5745
8/13/2000,19,27.0517,0.9120,19.9185,18.3593
8/13/2000,20,-1.6382,0.3939,-5.3588,20.7385
8/13/2000,21,-2.3990,0.0145,-5.9937,20.8211
8/13/2000,22,-3.0058,-0.1090,-6.9363,20.3776
8/13/2000,23,-3.5515,0.3298,-7.5408,20.2442
8/14/2000,0,-3.9570,0.4747,-7.4625,20.4899
8/14/2000,1,-4.1243,0.4163,-7.5054,20.7182
8/14/2000,2,-3.4938,0.6724,-7.8809,21.7730
8/14/2000,3,-3.8112,0.3140,-9.0152,21.7818
8/14/2000,4,-3.6307,0.1967,-8.9587,22.3121
8/14/2000,5,-3.8227,0.1993,-8.7799,22.5197
8/14/2000,6,26.4340,110.7141,5.7217,22.7639
8/14/2000,7,184.0958,563.6922,32.2094,25.1692
8/14/2000,8,388.5195,737.6250,49.0470,30.0647
8/14/2000,9,585.8050,824.1083,58.7798,33.0198
8/14/2000,10,762.7737,864.0153,81.0267,34.7719
8/14/2000,11,887.2603,863.1497,104.7503,36.8037
8/14/2000,12,732.6040,486.1274,239.0355,36.1396
8/14/2000,13,566.1355,174.0193,355.7842,34.3122
8/14/2000,14,622.6472,216.8211,377.9890,37.1352
8/14/2000,15,274.4013,0.7862,242.6370,35.0617
8/14/2000,16,221.9855,21.9832,184.3595,32.7239
8/14/2000,17,157.7437,-0.1872,138.6665,31.8272
8/14/2000,18,70.5147,-1.6882,60.3365,30.4350
8/14/2000,19,8.3122,-1.7609,3.2691,28.0745
8/14/2000,20,-3.7668,-0.1507,-8.0766,26.6514
8/14/2000,21,-2.8718,0.4797,-7.2841,26.9291
8/14/2000,22,-6.8880,-1.0083,-9.6152,25.1839
8/14/2000,23,-3.0242,0.7345,-7.4213,23.9882
8/15/2000,0,-4.1017,-0.1758,-7.2061,23.6608
8/15/2000,1,-4.3652,0.3331,-8.4842,23.0044
8/15/2000,2,-5.0875,-0.2906,-9.2206,21.7590
8/15/2000,3,-3.9248,0.2960,-8.4988,21.3592
8/15/2000,4,-3.8045,0.1178,-8.4611,20.9733
8/15/2000,5,-2.2853,0.3142,-6.9036,21.3719
8/15/2000,6,16.2553,33.6386,6.5266,22.0923
8/15/2000,7,71.1688,0.7928,60.9926,22.2940
8/15/2000,8,260.5677,71.4242,200.9952,25.0000
8/15/2000,9,645.1125,611.5611,227.9957,29.8525
8/15/2000,10,925.3542,771.8957,280.1448,30.0267
8/15/2000,11,995.2038,805.2475,245.3637,32.0414
8/15/2000,12,952.2158,700.4053,249.4608,33.5112
8/15/2000,13,738.5607,361.4419,342.5197,32.9214
8/15/2000,14,388.1172,46.4542,304.5467,31.2067
8/15/2000,15,346.0828,12.5539,300.6875,31.4291
8/15/2000,16,298.5298,102.8377,220.2958,33.4584
8/15/2000,17,167.2210,31.3599,136.4300,31.6231
8/15/2000,18,95.0995,-2.0530,81.7743,28.7337
8/15/2000,19,24.8290,-1.3013,18.5658,27.0202
8/15/2000,20,-4.6480,-0.3135,-7.6101,25.5924
8/15/2000,21,-3.5220,-0.8274,-10.2002,23.1552
8/15/2000,22,-3.8947,-0.1495,-8.4070,20.6545
8/15/2000,23,-1.9858,0.3078,-7.1750,20.5342
8/16/2000,0,-2.3912,-0.1806,-7.4545,19.8446
8/16/2000,1,-3.8993,-0.1074,-5.8983,18.9696
8/16/2000,2,-2.5247,0.0572,-5.1701,18.5641
8/16/2000,3,-1.7192,0.1426,-5.3880,18.6093
8/16/2000,4,-4.7798,-0.2538,-6.9318,17.9688
8/16/2000,5,-4.1857,-0.0376,-6.8276,17.4744
8/16/2000,6,21.5542,20.8645,12.9523,18.3746
8/16/2000,7,219.4330,470.9047,86.8782,23.3733
8/16/2000,8,294.9777,316.3905,148.2242,28.3707
8/16/2000,9,348.2987,114.2163,245.5242,29.6952
8/16/2000,10,490.6163,124.0250,348.4860,31.5808
8/16/2000,11,460.8018,45.8990,363.8045,29.4527
8/16/2000,12,690.1535,324.7718,334.0643,30.7475
8/16/2000,13,647.3528,414.5752,223.4014,32.8088
8/16/2000,14,56.9947,-8.3778,40.4233,22.8583
8/16/2000,15,215.6642,4.4537,187.3172,22.2589
8/16/2000,16,59.2842,-2.9942,46.3795,21.0279
8/16/2000,17,34.8055,1.1893,23.3461,16.1207
8/16/2000,18,37.9020,8.3661,29.7610,17.3962
8/16/2000,19,0.2715,-1.2419,-8.1324,15.8545
8/16/2000,20,-0.4573,0.2009,-6.1013,14.6907
8/16/2000,21,-1.2110,0.4503,-5.6065,15.3873
8/16/2000,22,-1.4383,0.8561,-5.5920,16.5324
8/16/2000,23,-0.8812,0.1323,-6.6494,17.0617
8/17/2000,0,-0.7630,0.1955,-5.8327,17.4720
8/17/2000,1,-1.8170,0.0000,0.0000,18.0076
8/17/2000,2,-1.8402,0.0000,0.0000,17.9879
8/17/2000,3,-1.9792,0.0000,0.0000,17.8744
8/17/2000,4,-2.3188,0.0000,0.0000,16.9598
8/17/2000,5,-1.8517,0.0000,0.0000,17.2023
8/17/2000,6,10.8907,0.0000,0.0000,16.8938
8/17/2000,7,51.0450,-99999,-99999,16.9464
8/17/2000,8,196.0808,-99999,-99999,18.4453
8/17/2000,9,370.0805,-99999,-99999,20.6129
8/17/2000,10,291.9925,-99999,-99999,20.8767
8/17/2000,11,379.8645,-99999,-99999,22.4484
8/17/2000,12,584.8213,-99999,-99999,24.5736
8/17/2000,13,915.1457,-99999,-99999,26.6130
8/17/2000,14,546.0238,-99999,-99999,26.5952
8/17/2000,15,276.6828,-99999,-99999,24.6488
8/17/2000,16,7.7115,0.0000,0.0000,18.2771
8/17/2000,17,5.8038,-99999,-99999,13.8520
8/17/2000,18,15.3693,-99999,-99999,14.1714
8/17/2000,19,28.4257,0.0000,0.0000,14.5225
8/17/2000,20,-0.3607,0.0000,0.0000,14.4189
8/17/2000,21,-0.4828,0.0000,0.0000,14.2902
8/17/2000,22,-0.4663,0.0000,0.0000,14.0173
8/17/2000,23,-0.4500,0.0000,0.0000,13.5783
8/18/2000,0,-1.6225,0.0000,0.0000,12.7493
8/18/2000,1,-2.5432,0.0000,0.0000,12.6791
8/18/2000,2,-2.6440,0.0000,0.0000,12.3827
8/18/2000,3,-2.5843,0.0000,0.0000,12.2723
8/18/2000,4,-1.9272,0.0000,0.0000,12.5685
8/18/2000,5,-3.1012,0.0000,0.0000,12.3114
8/18/2000,6,14.1257,0.0000,0.0000,12.4942
8/18/2000,7,138.3808,-99999,-99999,13.7469
8/18/2000,8,292.1670,-99999,-99999,17.0207
8/18/2000,9,382.8212,-99999,-99999,18.3500
8/18/2000,10,507.7003,-99999,-99999,22.0593
8/18/2000,11,741.7785,447.9326,344.6512,24.2252
8/18/2000,12,343.1005,25.3894,282.1855,23.1466
8/18/2000,13,127.6585,-2.1189,108.4860,19.6384
8/18/2000,14,321.5357,24.5957,266.5902,19.2016
8/18/2000,15,349.2118,56.5171,278.2723,23.1865
8/18/2000,16,115.5460,-1.6226,101.4950,22.0281
8/18/2000,17,305.8358,304.3978,161.6909,22.1194
8/18/2000,18,168.1912,469.1185,48.9156,24.7042
8/18/2000,19,30.8927,101.3473,17.2799,22.3876
8/18/2000,20,-7.0218,-0.6119,-7.3262,18.4543
8/18/2000,21,-3.6812,0.7715,-6.6561,17.4449
8/18/2000,22,-1.6552,0.4186,-6.7380,18.6862
8/18/2000,23,-2.2265,0.2149,-6.1251,18.4178
8/19/2000,0,-1.1157,0.6088,-5.7932,19.2845
8/19/2000,1,-1.9788,0.0899,-7.3832,19.9740
8/19/2000,2,-1.8438,0.1761,-7.3509,20.3247
8/19/2000,3,-1.9627,0.1418,-7.6761,20.4921
8/19/2000,4,-2.1315,0.1417,-7.8957,20.7158
8/19/2000,5,-4.0252,-0.4587,-8.0204,20.3158
8/19/2000,6,22.6525,36.4601,4.0906,19.9668
8/19/2000,7,176.4090,573.1807,21.4419,22.1860
8/19/2000,8,382.6858,824.2235,33.0641,26.9386
8/19/2000,9,585.8233,905.6190,36.0979,31.1345
8/19/2000,10,760.9470,936.5788,42.9252,31.0342
8/19/2000,11,892.2358,945.2937,58.4880,31.3426
